"species"
"Couepia belemii"
"Couepia bondarii"
"Couepia coarctata"
"Couepia impressa"
"Couepia insignis"
"Couepia longipetiolata"
"Couepia monteclarensis"
"Couepia ovalifolia"
"Couepia pernambucensis"
"Couepia rufa"
"Couepia schottii"
"Hirtella angustifolia"
"Hirtella bahiensis"
"Hirtella bicornis"
"Hirtella ciliata"
"Hirtella corymbosa"
"Hirtella glandulosa"
"Hirtella gracilipes"
"Hirtella hebeclada"
"Hirtella insignis"
"Hirtella racemosa"
"Hirtella santosii"
"Hirtella sprucei"
"Hirtella triandra"
"Licania bahiensis"
"Licania belemii"
"Licania canescens"
"Licania cymosa"
"Licania hoehnei"
"Licania hypoleuca"
"Licania kunthiana"
"Licania lamentanda"
"Licania leptostachya"
"Licania littoralis"
"Licania micrantha"
"Licania naviculistipula"
"Licania nitida"
"Licania santosii"
"Licania spicata"
"Parinari alvimii"
"Parinari leontopitheci"
"Parinari littoralis"
"Tovomita guianensis"
"Combretum rupicola"
"Terminalia argentea"
"Aneilema brasiliense"
"Callisia monandra"
"Callisia repens"
"Commelina erecta"
"Commelina obliqua"
"Commelina rufipes"
"Dichorisandra hexandra"
"Floscopa glabrata"
"Gibasis geniculata"
"Tripogandra diuretica"
"Rourea doniana"
"Rourea macrocalyx"
"Rourea pseudogardneriana"
"Cuscuta americana"
"Cuscuta indecora"
"Cuscuta partita"
"Evolvulus filipes"
"Evolvulus gypsophiloides"
"Evolvulus helichrysoides"
"Evolvulus phyllanthoides"
"Evolvulus saxifragus"
"Ipomoea amnicola"
"Ipomoea blanchetii"
"Ipomoea carnea"
"Ipomoea decipiens"
"Ipomoea goyazensis"
"Ipomoea wrightii"
"Iseia luxurians"
"Cayaponia espelina"
"Cayaponia nitida"
"Cayaponia noronhae"
"Cayaponia petiolulata"
"Cayaponia rigida"
"Cayaponia tayuya"
"Cayaponia triangularis"
"Cayaponia trifoliolata"
"Ceratosanthes rupicola"
"Fevillea trilobata"
"Gurania bignoniacea"
"Gurania subumbellata"
"Luffa operculata"
"Melothria cucumis"
"Psiguria ternata"
"Sicydium tamnifolium"
"Siolmatra brasiliensis"
"Wilbrandia verticillata"
"Halodule wrightii"
"Abildgaardia ovata"
"Bolboschoenus robustus"
"Bulbostylis arenaria"
"Bulbostylis conifera"
"Bulbostylis hirtella"
"Bulbostylis junciformis"
"Bulbostylis juncoides"
"Bulbostylis paradoxa"
"Bulbostylis tenuifolia"
"Cyperus brevifolius"
"Cyperus compressus"
"Cyperus distans"
"Cyperus exaltatus"
"Cyperus flavescens"
"Cyperus gardneri"
"Cyperus imbricatus"
"Cyperus lanceolatus"
"Cyperus macrostachyos"
"Cyperus pohlii"
"Cyperus polystachyos"
"Cyperus prolixus"
"Cyperus sphacelatus"
"Cyperus surinamensis"
"Cyperus uncinulatus"
"Eleocharis capillacea"
"Eleocharis debilis"
"Eleocharis interstincta"
"Eleocharis maculosa"
"Eleocharis minima"
"Eleocharis montana"
"Eleocharis nana"
"Eleocharis nigrescens"
"Eleocharis retroflexa"
"Eleocharis rugosa"
"Eleocharis sellowiana"
"Fimbristylis complanata"
"Fuirena incompleta"
"Hypolytrum pulchrum"
"Rhynchospora albiceps"
"Rhynchospora confinis"
"Rhynchospora emaciata"
"Rhynchospora filiformis"
"Rhynchospora globosa"
"Rhynchospora marisculus"
"Rhynchospora ridleyi"
"Rhynchospora riparia"
"Rhynchospora robusta"
"Rhynchospora rugosa"
"Rhynchospora tenerrima"
"Scleria atroglumis"
"Scleria interrupta"
"Dioscorea macrothyrsa"
"Drosera sessilifolia"
"Diospyros capreifolia"
"Leiothrix restingensis"
"Syngonanthus laricifolius"
"Erythroxylum barbatum"
"Erythroxylum campestre"
"Erythroxylum grandifolium"
"Erythroxylum macrochaetum"
"Erythroxylum nummularium"
"Erythroxylum pelleterianum"
"Erythroxylum polygonoides"
"Erythroxylum revolutum"
"Erythroxylum rimosum"
"Erythroxylum subracemosum"
"Erythroxylum subrotundum"
"Acalypha brasiliensis"
"Acalypha multicaulis"
"Acalypha poiretii"
"Actinostemon concolor"
"Actinostemon echinatus"
"Actinostemon verticillatus"
"Adenophaedra megalophylla"
"Alchornea glandulosa"
"Alchornea triplinervia"
"Aparisthmium cordatum"
"Bernardia gambosa"
"Bernardia tamanduana"
"Brasiliocroton mamoninha"
"Caperonia heteropetala"
"Cleidion tricoccum"
"Cnidoscolus urens"
"Croton antisyphiliticus"
"Croton betaceus"
"Croton campestris"
"Croton erythroxyloides"
"Croton floribundus"
"Croton glandulosus"
"Croton heliotropiifolius"
"Croton hemiargyreus"
"Croton lundianus"
"Croton nepetifolius"
"Croton pedicellatus"
"Croton piptocalyx"
"Croton polyandrus"
"Croton sellowii"
"Croton tetradenius"
"Croton tricolor"
"Croton triqueter"
"Croton urticifolius"
"Croton urucurana"
"Dalechampia brasiliensis"
"Dalechampia clausseniana"
"Dalechampia ficifolia"
"Dalechampia ilheotica"
"Dalechampia peckoltiana"
"Dalechampia scandens"
"Euphorbia comosa"
"Euphorbia gymnoclada"
"Euphorbia insulana"
"Joannesia princeps"
"Mabea glaziovii"
"Mabea piriri"
"Manihot caerulescens"
"Manihot glaziovii"
"Manihot maracasensis"
"Maprounea brasiliensis"
"Maprounea guianensis"
"Micrandra elata"
"Omphalea brasiliensis"
"Ophthalmoblapton pedunculare"
"Pachystroma longifolium"
"Pausandra morisiana"
"Pera glabrata"
"Pera heteranthera"
"Plukenetia serrata"
"Pogonophora schomburgkiana"
"Romanoa tamnoides"
"Sapium argutum"
"Sapium glandulosum"
"Sapium sellowianum"
"Sebastiania brasiliensis"
"Sebastiania jacobinensis"
"Senefeldera verticillata"
"Tetrorchidium rubrivenium"
"Tragia volubilis"
"Casearia hirsuta"
"Chelonanthus purpurascens"
"Schultesia guianensis"
"Besleria flavovirens"
"Sinningia nordestina"
"Laurembergia tetrandra"
"Sparattanthelium borororum"
"Sparattanthelium botocudorum"
"Sparattanthelium tupiniquinorum"
"Peritassa campestris"
"Salacia multiflora"
"Apalanthe granatensis"
"Limnobium laevigatum"
"Neomarica caerulea"
"Sisyrinchium vaginatum"
"Trimezia caulosa"
"Lacistema pubescens"
"Lacistema robustum"
"Hyptis lanceolata"
"Hyptis lantanifolia"
"Hyptis pulegioides"
"Hyptis ramosa"
"Ocimum campechianum"
"Aiouea laevis"
"Aniba intermedia"
"Licaria vernicosa"
"Nectandra micranthera"
"Ocotea bicolor"
"Ocotea canaliculata"
"Ocotea glomerata"
"Ocotea leucoxylon"
"Ocotea maranguapensis"
"Ocotea microneura"
"Ocotea spectabilis"
"Cariniana parvifolia"
"Abarema cochliacarpos"
"Abarema filamentosa"
"Abarema langsdorffii"
"Acosmium diffusissimum"
"Aeschynomene americana"
"Aeschynomene sensitiva"
"Albizia polycephala"
"Anadenanthera colubrina"
"Anadenanthera peregrina"
"Andira carvalhoi"
"Andira marauensis"
"Andira nitida"
"Arachis dardani"
"Arapatiella emarginata"
"Arapatiella psilophylla"
"Ateleia venezuelensis"
"Bauhinia integerrima"
"Blanchetiodendron blanchetii"
"Brodriguesia santosii"
"Calliandra bella"
"Calliandra harrisii"
"Calliandra parvifolia"
"Calliandra subspicata"
"Canavalia cassidea"
"Canavalia parviflora"
"Cassia ferruginea"
"Centrolobium microchaete"
"Centrolobium robustum"
"Centrosema brasilianum"
"Centrosema sagittatum"
"Chamaecrista amabilis"
"Chamaecrista amorimii"
"Chamaecrista aspidiifolia"
"Chamaecrista aspleniifolia"
"Chamaecrista compitalis"
"Chamaecrista desvauxii"
"Chamaecrista duartei"
"Chamaecrista rotundifolia"
"Chamaecrista salvatoris"
"Chloroleucon dumosum"
"Chloroleucon tortum"
"Clitoria guianensis"
"Clitoria selloi"
"Copaifera majorina"
"Cranocarpus gracilis"
"Cranocarpus martii"
"Cranocarpus mezii"
"Cratylia hypargyrea"
"Cratylia spectabilis"
"Crotalaria incana"
"Desmanthus pernambucanus"
"Desmanthus virgatus"
"Desmodium glabrum"
"Dioclea lasiophylla"
"Exostyles venusta"
"Hymenolobium alagoanum"
"Inga aptera"
"Inga blanchetiana"
"Inga bollandii"
"Inga ciliata"
"Inga congesta"
"Inga exfoliata"
"Inga grazielae"
"Inga hispida"
"Inga leptantha"
"Inga pedunculata"
"Inga pleiogyna"
"Inga subnuda"
"Inga suborbicularis"
"Inga tenuis"
"Inga unica"
"Inga vulpina"
"Machaerium leucopterum"
"Machaerium oblongifolium"
"Machaerium pedicellatum"
"Machaerium salzmannii"
"Macrolobium latifolium"
"Macroptilium martii"
"Macroptilium panduratum"
"Mimosa adenocarpa"
"Mimosa aurivillus"
"Mimosa bimucronata"
"Mimosa carvalhoi"
"Mimosa ceratonia"
"Mimosa elliptica"
"Mimosa extensa"
"Mimosa hirsutissima"
"Mimosa lewisii"
"Mimosa medioxima"
"Mimosa miranda"
"Mimosa niomarlei"
"Mimosa pigra"
"Mimosa pithecolobioides"
"Mimosa pudica"
"Mimosa tarda"
"Moldenhawera blanchetiana"
"Moldenhawera floribunda"
"Moldenhawera nutans"
"Ormosia bahiensis"
"Ormosia nitida"
"Parapiptadenia blanchetii"
"Parapiptadenia ilheusana"
"Parapiptadenia pterosperma"
"Peltophorum dubium"
"Piptadenia adiantoides"
"Piptadenia killipii"
"Piptadenia ramosissima"
"Piptadenia santosii"
"Piptadenia trisperma"
"Platymiscium floribundum"
"Platymiscium speciosum"
"Poecilanthe falcata"
"Poecilanthe grandiflora"
"Poecilanthe ulei"
"Pseudopiptadenia contorta"
"Pseudopiptadenia warmingii"
"Pterocarpus violaceus"
"Rhynchosia edulis"
"Rhynchosia reticulata"
"Schizolobium parahyba"
"Senna acutisepala"
"Senna angulata"
"Senna appendiculata"
"Senna cana"
"Senna formosa"
"Senna neglecta"
"Senna phlebadenia"
"Senna pinheiroi"
"Senna subtrijuga"
"Sesbania virgata"
"Sophora tomentosa"
"Swartzia apetala"
"Swartzia curranii"
"Swartzia langsdorffii"
"Swartzia macrostachya"
"Swartzia micrantha"
"Swartzia myrtifolia"
"Swartzia pickelii"
"Swartzia pinheiroana"
"Swartzia simplex"
"Tephrosia noctiflora"
"Teramnus uncinatus"
"Trischidium limae"
"Trischidium molle"
"Vataireopsis araroba"
"Vigna halophila"
"Vigna marina"
"Zollernia modesta"
"Zornia brasiliensis"
"Zornia orbiculata"
"Zygia latifolia"
"Utricularia adpressa"
"Utricularia cucullata"
"Utricularia guyanensis"
"Utricularia jamesoniana"
"Utricularia juncea"
"Utricularia trichophylla"
"Utricularia viscosa"
"Antonia ovata"
"Psittacanthus biternatus"
"Psittacanthus excrenulatus"
"Psittacanthus robustus"
"Struthanthus polyanthus"
"Struthanthus rhynchophyllus"
"Cuphea circaeoides"
"Cuphea impatientifolia"
"Banisteriopsis malifolia"
"Bunchosia pallescens"
"Byrsonima chrysophylla"
"Byrsonima crassifolia"
"Byrsonima gardneriana"
"Byrsonima variabilis"
"Byrsonima verbascifolia"
"Heteropterys aenea"
"Heteropterys eglandulosa"
"Heteropterys nervosa"
"Heteropterys perplexa"
"Heteropterys wiedeana"
"Janusia mediterranea"
"Janusia schwannioides"
"Stigmaphyllon bannisterioides"
"Stigmaphyllon salzmannii"
"Hibiscus sororius"
"Malachra fasciata"
"Malachra helodes"
"Malachra radiata"
"Pavonia castaneifolia"
"Pavonia vinosa"
"Peltaea trinervis"
"Mayaca fluviatilis"
"Mayaca longipes"
"Mayaca sellowiana"
"Aciotis acuminifolia"
"Acisanthera variabilis"
"Huberia carvalhoi"
"Macairea radula"
"Marcetia shepherdii"
"Miconia serialis"
"Miconia stenostachya"
"Pterolepis cataphracta"
"Trichilia blanchetii"
"Trichilia casaretti"
"Abuta selloana"
"Cissampelos ovalifolia"
"Disciphania ernstii"
"Hyperbaena domingensis"
"Telitoxicum glaziovii"
"Brosimum gaudichaudii"
"Brosimum rubescens"
"Dorstenia brasiliensis"
"Dorstenia milaneziana"
"Ficus catappifolia"
"Ficus mariae"
"Naucleopsis oblongifolia"
"Virola sebifera"
"Ardisia guianensis"
"Ardisia semicrenata"
"Cybianthus amplus"
"Cybianthus bahiensis"
"Cybianthus blanchetii"
"Cybianthus densiflorus"
"Cybianthus detergens"
"Cybianthus gardneri"
"Cybianthus glaber"
"Cybianthus nemoralis"
"Cybianthus oblongifolius"
"Cybianthus obovatus"
"Cybianthus peruvianus"
"Cybianthus potiaei"
"Cybianthus venezuelanus"
"Campomanesia grandiflora"
"Myrcia blanchetiana"
"Myrcia eximia"
"Myrcia reticulosa"
"Myrcia sylvatica"
"Myrciaria guaquiea"
"Psidium brownianum"
"Guapira laxiflora"
"Nymphaea pulchella"
"Elvasia tricarpellata"
"Ouratea bahiensis"
"Ouratea castaneifolia"
"Ouratea cearensis"
"Ouratea cuspidata"
"Ouratea fieldingiana"
"Ouratea gigantophylla"
"Ouratea longipes"
"Ouratea platicaulis"
"Ouratea polygyna"
"Ouratea pycnostachys"
"Ouratea rotundifolia"
"Ouratea salicifolia"
"Ouratea semiserrata"
"Ouratea subscandens"
"Sauvagesia erecta"
"Sauvagesia sprengelii"
"Heisteria blanchetiana"
"Tetrastylidium grandifolium"
"Chionanthus crassifolius"
"Agonandra brasiliensis"
"Acianthera hamosa"
"Acianthera minima"
"Acianthera pernambucensis"
"Aganisia pulchella"
"Anathallis barbulata"
"Bifrenaria tyrianthina"
"Bletia catenulata"
"Campylocentrum fasciola"
"Catasetum barbatum"
"Cattleya aclandiae"
"Chaubardia surinamensis"
"Cleistes ramboi"
"Dichaea panamensis"
"Discyphus scopulariae"
"Elleanthus linifolius"
"Encyclia bohnkiana"
"Epidendrum anceps"
"Epidendrum bahiense"
"Epidendrum carpophorum"
"Epidendrum ciliare"
"Epidendrum compressum"
"Epidendrum pernambucense"
"Eurystyles cotyledon"
"Galeandra styllomisantha"
"Gongora nigrita"
"Gongora quinquenervis"
"Habenaria goyazensis"
"Habenaria pentadactyla"
"Habenaria quadrata"
"Habenaria warmingii"
"Maxillaria barbosae"
"Maxillaria cleistogama"
"Maxillaria desvauxiana"
"Maxillaria discolor"
"Maxillaria ferdinandiana"
"Maxillaria marginata"
"Maxillaria nasuta"
"Maxillaria notylioglossa"
"Maxillaria rufescens"
"Notylia stenantha"
"Octomeria stellaris"
"Pleurothallis pruinosa"
"Pleurothallis ruscifolia"
"Prosthechea aemula"
"Rodriguezia leeana"
"Sarcoglottis curvisepala"
"Vanilla gardneri"
"Oxalis roselata"
"Passiflora laurifolia"
"Passiflora watsoniana"
"Microtea maypurensis"
"Microtea scabrida"
"Peperomia macrostachyos"
"Peperomia sincorana"
"Piper barretoi"
"Piper glabribracteum"
"Piper lateripilosum"
"Piper vicosanum"
"Acroceras chaseae"
"Alvimia auriculata"
"Axonopus conduplicatus"
"Axonopus purpusii"
"Chloris barbata"
"Diandrolyra pygmaea"
"Digitaria cuyabensis"
"Digitaria doellii"
"Eragrostis hypnoides"
"Eragrostis maypurensis"
"Eustachys paspaloides"
"Ichnanthus lancifolius"
"Imperata contracta"
"Isachne salzmannii"
"Lasiacis anomala"
"Mnesithea subgibbosa"
"Oplismenus burmannii"
"Orthoclada laxa"
"Oryza latifolia"
"Panicum cayennense"
"Panicum cervicatum"
"Panicum hirtum"
"Panicum ligulare"
"Panicum racemosum"
"Panicum trichoides"
"Panicum venezuelae"
"Parodiolyra ramosissima"
"Paspalum approximatum"
"Paspalum conspersum"
"Paspalum divergens"
"Paspalum ligulare"
"Paspalum millegrana"
"Paspalum molle"
"Paspalum oligostachyum"
"Paspalum orbiculatum"
"Paspalum restingense"
"Paspalum strigosum"
"Paspalum tenellum"
"Paspalum virgatum"
"Schizachyrium condensatum"
"Setaria palmifolia"
"Streptogyna americana"
"Tripogon spicatus"
"Tripsacum andersonii"
"Podocarpus lambertii"
"Podocarpus sellowii"
"Bredemeyera brevifolia"
"Bredemeyera floribunda"
"Bredemeyera laurifolia"
"Diclidanthera laurifolia"
"Polygala appressa"
"Polygala boliviensis"
"Polygala celosioides"
"Polygala cneorum"
"Polygala cyparissias"
"Polygala galioides"
"Polygala longicaulis"
"Polygala obovata"
"Polygala paniculata"
"Polygala roubienna"
"Polygala sedoides"
"Polygala tenuis"
"Polygala timoutou"
"Polygala trichosperma"
"Securidaca diversifolia"
"Securidaca falcata"
"Securidaca revoluta"
"Coccoloba latifolia"
"Triplaris gardneriana"
"Eichhornia diversifolia"
"Heteranthera oblongifolia"
"Heteranthera rotundifolia"
"Heteranthera seubertiana"
"Portulaca elatior"
"Portulaca grandiflora"
"Portulaca halimoides"
"Portulaca mucronata"
"Portulaca pilosa"
"Portulaca umbraticola"
"Talinum paniculatum"
"Potamogeton pusillus"
"Rapatea paludosa"
"Colubrina glandulosa"
"Gouania blanchetiana"
"Gouania corylifolia"
"Gouania latifolia"
"Reissekia smilacina"
"Rhamnidium elaeocarpum"
"Rubus brasiliensis"
"Rubus urticifolius"
"Alseis latifolia"
"Bathysa mendoncaei"
"Borreria alata"
"Borreria capitata"
"Borreria humifusa"
"Borreria latifolia"
"Borreria multiflora"
"Borreria noronhensis"
"Borreria ocymifolia"
"Borreria pulchristipula"
"Borreria remota"
"Borreria scabiosoides"
"Borreria verticillata"
"Coccocypselum anomalum"
"Coccocypselum guianense"
"Coutarea alba"
"Guettarda blanchetiana"
"Limnosipanea erythraeoides"
"Machaonia acuminata"
"Malanea macrophylla"
"Oldenlandia filicaulis"
"Palicourea rigida"
"Palicourea sellowiana"
"Psychotria brevipedunculata"
"Psychotria ignea"
"Psychotria phyllocalymmoides"
"Psychotria purpurascens"
"Psychotria refracta"
"Psychotria silvicola"
"Psychotria soteropolitana"
"Psychotria tenuifolia"
"Psychotria wawrana"
"Rudgea blanchetiana"
"Rudgea brachyandra"
"Rudgea casarettoana"
"Rudgea ilheotica"
"Rudgea involucrata"
"Rudgea jacobinensis"
"Sabicea cinerea"
"Simira pisoniiformis"
"Tocoyena longiflora"
"Allophylus dioicus"
"Allophylus edulis"
"Allophylus petiolulatus"
"Allophylus semidentatus"
"Averrhoidium gardnerianum"
"Cardiospermum corindum"
"Cardiospermum grandiflorum"
"Cardiospermum halicacabum"
"Cardiospermum integerrimum"
"Cupania bracteosa"
"Cupania emarginata"
"Cupania impressinervia"
"Cupania ludowigii"
"Cupania oblongifolia"
"Cupania paniculata"
"Cupania racemosa"
"Cupania rigida"
"Cupania rugosa"
"Dilodendron bipinnatum"
"Dodonaea viscosa"
"Matayba discolor"
"Matayba guianensis"
"Matayba juglandifolia"
"Melicoccus espiritosantensis"
"Paullinia carpopoda"
"Paullinia elegans"
"Paullinia ferruginea"
"Paullinia livescens"
"Paullinia meliifolia"
"Paullinia pinnata"
"Paullinia revoluta"
"Paullinia rhomboidea"
"Paullinia rubiginosa"
"Paullinia spicata"
"Paullinia ternata"
"Paullinia trigonia"
"Paullinia uloptera"
"Paullinia weinmanniifolia"
"Pseudima frutescens"
"Sapindus saponaria"
"Scyphonychium multiflorum"
"Serjania caracasana"
"Serjania clematidifolia"
"Serjania communis"
"Serjania confertiflora"
"Serjania corrugata"
"Serjania cuspidata"
"Serjania deflexa"
"Serjania eucardia"
"Serjania faveolata"
"Serjania fuscifolia"
"Serjania glabrata"
"Serjania glutinosa"
"Serjania hebecarpa"
"Serjania ichthyoctona"
"Serjania lamelligera"
"Serjania lancistipula"
"Serjania laruotteana"
"Serjania lethalis"
"Serjania magnistipulata"
"Serjania marginata"
"Serjania meridionalis"
"Serjania morii"
"Serjania multiflora"
"Serjania obtusidentata"
"Serjania ovalifolia"
"Serjania oxytoma"
"Serjania paradoxa"
"Serjania paucidentata"
"Serjania pernambucensis"
"Serjania pinnatifolia"
"Serjania piscatoria"
"Serjania reticulata"
"Serjania salzmanniana"
"Serjania scopulifera"
"Serjania subimpunctata"
"Talisia cerasina"
"Talisia coriacea"
"Talisia cupularis"
"Talisia esculenta"
"Talisia macrophylla"
"Thinouia compressa"
"Thinouia paraguayensis"
"Thinouia scandens"
"Urvillea intermedia"
"Urvillea laevis"
"Urvillea rufescens"
"Urvillea stipitata"
"Urvillea stipularis"
"Urvillea ulmacea"
"Chrysophyllum arenarium"
"Micropholis crassipedicellata"
"Pouteria ramiflora"
"Sarcaulus brasiliensis"
"Sideroxylon obtusifolium"
"Lindernia crustacea"
"Lindernia diffusa"
"Micranthemum umbrosum"
"Torenia thouarsii"
"Smilax polyantha"
"Smilax rufescens"
"Brunfelsia bahiensis"
"Brunfelsia hydrangeiformis"
"Cestrum gardneri"
"Cestrum salzmannii"
"Cestrum tenuifolium"
"Lycianthes cearaensis"
"Metternichia principis"
"Schwenckia heterantha"
"Solanum leucocarpon"
"Solanum ovum"
"Byttneria cristobaliana"
"Melochia illicioides"
"Melochia pilosa"
"Styrax camporum"
"Styrax latifolius"
"Styrax pallidus"
"Corchorus aestuans"
"Piriqueta sidifolia"
"Turnera involucrata"
"Turnera subulata"
"Celtis orthacanthos"
"Casselia integrifolia"
"Glandularia tenera"
"Lantana lucida"
"Lantana morii"
"Lantana radula"
"Lantana salzmannii"
"Lippia aristata"
"Lippia grata"
"Lippia hermannioides"
"Lippia macrophylla"
"Lippia maximiliani"
"Lippia origanoides"
"Lippia oxycnemis"
"Lippia thymoides"
"Phyla betulifolia"
"Stachytarpheta bicolor"
"Stachytarpheta cayennensis"
"Stachytarpheta crassifolia"
"Stachytarpheta microphylla"
"Tamonea juncea"
"Tamonea spicata"
"Cissus palmata"
"Cissus paulliniifolia"
"Vochysia lucida"
"Vochysia talmonii"
"Xyris glandacea"
"Xyris hilariana"
"Xyris hymenachne"
"Xyris jupicai"
"Xyris savanensis"
"Xyris schizachne"
"Xyris seubertii"
"Xyris tenella"
"Xyris tortula"
"Xyris trachyphylla"
"Justicia pectoralis"
"Nelsonia canescens"
"Blepharodon pictum"
"Couma macrocarpa"
"Lacmellea lactescens"
"Pacouria boliviensis"
"Prestonia quinquangularis"
"Heteropsis flexuosa"
"Monstera lechleriana"
"Philodendron camposportoanum"
"Stenospermation amomifolium"
"Taccarum caudatum"
"Acmella brachyglossa"
"Adenostemma platyphyllum"
"Baccharis salicifolia"
"Pseudelephantopus spicatus"
"Vernonanthura paludosa"
"Vernonanthura patens"
"Crateva tapia"
"Aechmea setigera"
"Aechmea tocantina"
"Garcinia madruno"
"Terminalia oblonga"
"Cayaponia tubulosa"
"Gurania eriantha"
"Gurania lobata"
"Melothria warmingii"
"Psiguria triphylla"
"Fimbristylis littoralis"
"Sloanea sinemariensis"
"Acalypha alopecuroidea"
"Acalypha cuneata"
"Alchornea discolor"
"Croton trinitatis"
"Dalechampia convolvuloides"
"Euphorbia hirta"
"Mabea fistulifera"
"Abarema jupunba"
"Amburana cearensis"
"Andira inermis"
"Andira vermifuga"
"Apuleia leiocarpa"
"Barnebydendron riedelii"
"Calopogonium caeruleum"
"Calopogonium mucunoides"
"Canavalia brasiliensis"
"Cassia leiandra"
"Centrosema pubescens"
"Chamaecrista nictitans"
"Chloroleucon mangense"
"Chloroleucon tenuiflorum"
"Barbieria pinnata"
"Copaifera langsdorffii"
"Dalbergia frutescens"
"Dalbergia nigra"
"Desmodium affine"
"Desmodium axillare"
"Desmodium barbatum"
"Desmodium leiocarpum"
"Dialium guianense"
"Entada polystachya"
"Erythrina verna"
"Hymenaea courbaril"
"Indigofera suffruticosa"
"Inga barbata"
"Inga capitata"
"Inga cayennensis"
"Inga cylindrica"
"Inga edulis"
"Inga ingoides"
"Inga laurina"
"Inga marginata"
"Inga nobilis"
"Inga striata"
"Inga thibaudiana"
"Inga vera"
"Inga virescens"
"Lonchocarpus cultratus"
"Machaerium amplum"
"Machaerium hirtum"
"Mimosa velloziana"
"Mimosa xanthocentra"
"Parkia pendula"
"Platypodium elegans"
"Poeppigia procera"
"Rhynchosia phaseoloides"
"Senna obtusifolia"
"Senna occidentalis"
"Senna pendula"
"Senna quinquangulata"
"Senna silvestris"
"Senna spectabilis"
"Stryphnodendron pulcherrimum"
"Zornia glabra"
"Aegiphila integrifolia"
"Hyptis capitata"
"Aniba canelilla"
"Nectandra hihua"
"Ocotea floribunda"
"Strychnos mitscherlichii"
"Psittacanthus eucalyptifolius"
"Lafoensia vandelliana"
"Byrsonima japurensis"
"Tetrapterys crispa"
"Cavanillesia umbellata"
"Sterculia excelsa"
"Theobroma cacao"
"Hylaeanthe hexantha"
"Monotagma laxum"
"Swietenia macrophylla"
"Mollinedia ovata"
"Cybianthus fuscus"
"Passiflora auriculata"
"Phyllanthus acuminatus"
"Phyllanthus amarus"
"Phyllanthus caroliniensis"
"Phyllanthus cladotrichus"
"Phyllanthus niruri"
"Phyllanthus stipulatus"
"Phyllanthus urinaria"
"Phytolacca rivinoides"
"Piper amapense"
"Piper anonifolium"
"Piper callosum"
"Piper hostmannianum"
"Piper madeiranum"
"Piper ottonoides"
"Piper pseudoarboreum"
"Piper schwackei"
"Piper tortivenulosum"
"Piper vermiculatum"
"Sporobolus jacquemontii"
"Securidaca rivinifolia"
"Coccoloba densifrons"
"Talinum fruticosum"
"Lacunaria crenata"
"Quiina florida"
"Palicourea calophylla"
"Posoqueria longiflora"
"Cupania scrobiculata"
"Paullinia olivacea"
"Serjania grandifolia"
"Serjania leptocarpa"
"Thinouia ternata"
"Vouarana guianensis"
"Pouteria cuspidata"
"Pouteria oblanceolata"
"Basistemon peruvianus"
"Cestrum reflexum"
"Cestrum strigilatum"
"Solanum sisymbriifolium"
"Styrax macrophyllus"
"Phenax angustifolius"
"Pourouma cecropiifolia"
"Pourouma mollis"
"Petrea blanchetiana"
"Rinorea viridifolia"
"Dyschoriste maranhonis"
"Justicia aequilabris"
"Justicia cydoniifolia"
"Achyranthes aspera"
"Alternanthera dentata"
"Alternanthera micrantha"
"Alternanthera pungens"
"Hebanthe reticulata"
"Oxypetalum pedicellatum"
"Anthurium ianthinopodum"
"Dieffenbachia seguine"
"Wolffia brasiliensis"
"Wolffia columbiana"
"Wolffiella lingulata"
"Attalea seabrensis"
"Acritopappus longifolius"
"Chromolaena barbacensis"
"Cordia latiloba"
"Dactylaena microphylla"
"Billbergia fosteriana"
"Tontelea micrantha"
"Aneilema umbrosum"
"Dichorisandra incurva"
"Jacquemontia nodiflora"
"Bulbostylis consanguinea"
"Bulbostylis distichoides"
"Bulbostylis lagoensis"
"Bulbostylis sellowiana"
"Bulbostylis sphaerocephala"
"Cyperus giganteus"
"Cyperus hermaphroditus"
"Cyperus rigens"
"Hypolytrum glomerulatum"
"Paepalanthus minutulus"
"Paepalanthus nigrescens"
"Erythroxylum bicolor"
"Acalypha amblyodonta"
"Acalypha communis"
"Actinostemon appendiculatus"
"Actinostemon klotzschii"
"Astraea klotzschii"
"Astraea paulina"
"Bernardia scabra"
"Cnidoscolus oligandrus"
"Croton adenodontus"
"Croton julopsidium"
"Croton linearifolius"
"Croton myrianthus"
"Croton piauhiensis"
"Croton sincorensis"
"Dalechampia coriacea"
"Dalechampia olfersiana"
"Dalechampia pernambucensis"
"Dalechampia tiliifolia"
"Dalechampia triphylla"
"Euphorbia bahiensis"
"Euphorbia hyssopifolia"
"Euphorbia prostrata"
"Euphorbia sciadophila"
"Euphorbia thymifolia"
"Gymnanthes gaudichaudii"
"Microstachys bidentata"
"Microstachys corniculata"
"Microstachys daphnoides"
"Microstachys heterodoxa"
"Microstachys hispida"
"Microstachys serrulata"
"Philyra brasiliensis"
"Phyllanthus elsiae"
"Tetrorchidium parvulum"
"Curtia tenuifolia"
"Helia brevifolia"
"Najas conferta"
"Vismia guianensis"
"Amasonia campestris"
"Ocotea prolifera"
"Trischidium decipiens"
"Utricularia tridentata"
"Spigelia riedeliana"
"Byrsonima macrophylla"
"Byrsonima nitidifolia"
"Diplopterys lutea"
"Diplopterys pubipetala"
"Peixotoa reticulata"
"Ayenia erecta"
"Ayenia tomentosa"
